variety,location,year,trial,yield.standard
B2869-29,NY,2015,NY_2015,37.77
B2869-29,OR,2015,OR_2015,79.9
B2869-29,OR,2015,OR_2015,82.77
B2869-29,TX,2015,TX_2015,58.55
B2869-29,TX,2015,TX_2015,64.34
B2869-29,WI,2015,WI_2015,62.84
B2869-29,WI,2015,WI_2015,56.63
B2869-29,CA,2016,CA_2016,38.05
B2869-29,CA,2016,CA_2016,56.66
B2869-29,FL,2016,FL_2016,37.1
B2869-29,FL,2016,FL_2016,30.97
B2869-29,MI,2016,MI_2016,44.02
B2869-29,MI,2016,MI_2016,45.84
B2869-29,NC,2016,NC_2016,23.47
B2869-29,NC,2016,NC_2016,29.2
B2869-29,NY,2016,NY_2016,28.67
B2869-29,NY,2016,NY_2016,27.97
B2869-29,TX,2016,TX_2016,20.96
B2869-29,TX,2016,TX_2016,39.94
B2869-29,WI,2016,WI_2016,69.06
B2869-29,WI,2016,WI_2016,67.14
B2883-11,CA,2013,CA_2013,20.68
B2883-11,FL,2013,FL_2013,19.35
B2883-11,MI,2013,MI_2013,45.54
B2883-11,MO,2013,MO_2013,39.47
B2883-11,NC,2013,NC_2013,43.85
B2883-11,NY,2013,NY_2013,38.46
B2883-11,OR,2013,OR_2013,57.53
B2883-11,TX,2013,TX_2013,49.16
B2883-11,WI,2013,WI_2013,45.4
B2883-11,CA,2014,CA_2014,30.04
B2883-11,CA,2014,CA_2014,24.41
B2883-11,FL,2014,FL_2014,48.39
B2883-11,FL,2014,FL_2014,35.48
B2883-11,MI,2014,MI_2014,24.29
B2883-11,MO,2014,MO_2014,45.54
B2883-11,NC,2014,NC_2014,12.07
B2883-11,NC,2014,NC_2014,15.09
B2883-11,NY,2014,NY_2014,48.96
B2883-11,NY,2014,NY_2014,41.96
B2883-11,OR,2014,OR_2014,82.13
B2883-11,OR,2014,OR_2014,60.08
B2883-11,TX,2014,TX_2014,39.76
B2883-11,TX,2014,TX_2014,39.76
B2883-11,WI,2014,WI_2014,38.23
B2883-11,WI,2014,WI_2014,40.62
B2883-11,CA,2015,CA_2015,58.58
B2883-11,CA,2015,CA_2015,54.83
B2883-11,FL,2015,FL_2015,41.61
B2883-11,FL,2015,FL_2015,40.97
B2883-11,NC,2015,NC_2015,31.81
B2883-11,NC,2015,NC_2015,22.85
B2883-11,TX,2015,TX_2015,48.07
B2883-11,TX,2015,TX_2015,53.85
B2890-11,CA,2014,CA_2014,31.92
B2890-11,FL,2014,FL_2014,22.58
B2890-11,MI,2014,MI_2014,18.22
B2890-11,MO,2014,MO_2014,36.43
B2890-11,NC,2014,NC_2014,15.09
B2890-11,NY,2014,NY_2014,38.46
B2890-11,OR,2014,OR_2014,70.95
B2890-11,TX,2014,TX_2014,43.37
B2890-11,WI,2014,WI_2014,62.13
B2895-8,CA,2013,CA_2013,20.68
B2895-8,FL,2013,FL_2013,22.58
B2895-8,MI,2013,MI_2013,45.54
B2895-8,MO,2013,MO_2013,45.54
B2895-8,NC,2013,NC_2013,30.36
B2895-8,NY,2013,NY_2013,62.94
B2895-8,OR,2013,OR_2013,99.07
B2895-8,TX,2013,TX_2013,43.01
B2895-8,WI,2013,WI_2013,62.13
B2895-8,CA,2014,CA_2014,39.43
B2895-8,CA,2014,CA_2014,46.94
B2895-8,FL,2014,FL_2014,41.94
B2895-8,FL,2014,FL_2014,38.71
B2895-8,MI,2014,MI_2014,69.83
B2895-8,MI,2014,MI_2014,33.4
B2895-8,MO,2014,MO_2014,51.61
B2895-8,MO,2014,MO_2014,54.65
B2895-8,NC,2014,NC_2014,15.09
B2895-8,NC,2014,NC_2014,18.11
B2895-8,NY,2014,NY_2014,41.96
B2895-8,NY,2014,NY_2014,27.97
B2895-8,OR,2014,OR_2014,121.12
B2895-8,OR,2014,OR_2014,74.14
B2895-8,TX,2014,TX_2014,61.44
B2895-8,TX,2014,TX_2014,65.06
B2895-8,WI,2014,WI_2014,74.07
B2895-8,WI,2014,WI_2014,64.52
B2895-8,CA,2015,CA_2015,71.72
B2895-8,CA,2015,CA_2015,71.72
B2895-8,FL,2015,FL_2015,41.94
B2895-8,FL,2015,FL_2015,38.06
B2895-8,MI,2015,MI_2015,47.67
B2895-8,MI,2015,MI_2015,44.93
B2895-8,NC,2015,NC_2015,40.84
B2895-8,NC,2015,NC_2015,27.95
B2895-8,NY,2015,NY_2015,45.11
B2895-8,NY,2015,NY_2015,50.7
B2895-8,OR,2015,OR_2015,86.29
B2895-8,OR,2015,OR_2015,85.33
B2895-8,TX,2015,TX_2015,41.57
B2895-8,TX,2015,TX_2015,47.71
B2895-8,WI,2015,WI_2015,90.8
B2895-8,WI,2015,WI_2015,93.43
B2904-2,CA,2013,CA_2013,41.36
B2904-2,FL,2013,FL_2013,29.03
B2904-2,MI,2013,MI_2013,54.65
B2904-2,MO,2013,MO_2013,48.58
B2904-2,NC,2013,NC_2013,33.73
B2904-2,NY,2013,NY_2013,34.97
B2904-2,OR,2013,OR_2013,86.29
B2904-2,TX,2013,TX_2013,57.35
B2904-2,WI,2013,WI_2013,74.07
B2904-2,CA,2014,CA_2014,48.82
B2904-2,CA,2014,CA_2014,50.69
B2904-2,FL,2014,FL_2014,45.16
B2904-2,FL,2014,FL_2014,54.84
B2904-2,MI,2014,MI_2014,39.47
B2904-2,MI,2014,MI_2014,42.5
B2904-2,MO,2014,MO_2014,66.79
B2904-2,MO,2014,MO_2014,39.47
B2904-2,NC,2014,NC_2014,30.18
B2904-2,NC,2014,NC_2014,27.16
B2904-2,NY,2014,NY_2014,48.96
B2904-2,NY,2014,NY_2014,55.95
B2904-2,OR,2014,OR_2014,109.3
B2904-2,OR,2014,OR_2014,125.92
B2904-2,TX,2014,TX_2014,57.83
B2904-2,TX,2014,TX_2014,83.13
B2904-2,WI,2014,WI_2014,64.52
B2904-2,WI,2014,WI_2014,59.74
B2904-2,CA,2015,CA_2015,102.52
B2904-2,CA,2015,CA_2015,96.13
B2904-2,FL,2015,FL_2015,50.65
B2904-2,FL,2015,FL_2015,52.26
B2904-2,MI,2015,MI_2015,44.93
B2904-2,MI,2015,MI_2015,43.11
B2904-2,NC,2015,NC_2015,54.6
B2904-2,NC,2015,NC_2015,49.98
B2904-2,NY,2015,NY_2015,35.32
B2904-2,NY,2015,NY_2015,37.77
B2904-2,OR,2015,OR_2015,112.17
B2904-2,OR,2015,OR_2015,107.06
B2904-2,TX,2015,TX_2015,72.65
B2904-2,TX,2015,TX_2015,65.06
B2904-2,WI,2015,WI_2015,78.38
B2904-2,WI,2015,WI_2015,85.54
B2904-2,CA,2016,CA_2016,52.94
B2904-2,CA,2016,CA_2016,52.94
B2904-2,FL,2016,FL_2016,41.94
B2904-2,FL,2016,FL_2016,38.06
B2904-2,MI,2016,MI_2016,51.61
B2904-2,MI,2016,MI_2016,58.6
B2904-2,NC,2016,NC_2016,28.93
B2904-2,NC,2016,NC_2016,30.7
B2904-2,NY,2016,NY_2016,39.16
B2904-2,NY,2016,NY_2016,31.47
B2904-2,TX,2016,TX_2016,52.05
B2904-2,TX,2016,TX_2016,36.32
B2904-2,WI,2016,WI_2016,84.83
B2904-2,WI,2016,WI_2016,74.31
B2908-3,CA,2014,CA_2014,18.78
B2908-3,FL,2014,FL_2014,32.26
B2908-3,MI,2014,MI_2014,45.54
B2908-3,MO,2014,MO_2014,45.54
B2908-3,NC,2014,NC_2014,12.07
B2908-3,NY,2014,NY_2014,52.45
B2908-3,OR,2014,OR_2014,67.11
B2908-3,TX,2014,TX_2014,46.99
B2908-3,WI,2014,WI_2014,74.07
B2936-2,CA,2013,CA_2013,28.95
B2936-2,FL,2013,FL_2013,22.58
B2936-2,MI,2013,MI_2013,36.43
B2936-2,MO,2013,MO_2013,36.43
B2936-2,NC,2013,NC_2013,43.85
B2936-2,NY,2013,NY_2013,31.47
B2936-2,OR,2013,OR_2013,83.09
B2936-2,TX,2013,TX_2013,38.91
B2936-2,WI,2013,WI_2013,64.52
B2936-2,CA,2014,CA_2014,60.08
B2936-2,CA,2014,CA_2014,45.06
B2936-2,FL,2014,FL_2014,41.94
B2936-2,FL,2014,FL_2014,45.16
B2936-2,MI,2014,MI_2014,39.47
B2936-2,MI,2014,MI_2014,42.5
B2936-2,MO,2014,MO_2014,60.72
B2936-2,MO,2014,MO_2014,51.61
B2936-2,NC,2014,NC_2014,18.11
B2936-2,NC,2014,NC_2014,30.18
B2936-2,NY,2014,NY_2014,38.46
B2936-2,NY,2014,NY_2014,41.96
B2936-2,OR,2014,OR_2014,78.3
B2936-2,OR,2014,OR_2014,100.99
B2936-2,TX,2014,TX_2014,57.83
B2936-2,TX,2014,TX_2014,28.91
B2936-2,WI,2014,WI_2014,57.35
B2936-2,WI,2014,WI_2014,64.52
B2947-4,CA,2013,CA_2013,20.68
B2947-4,FL,2013,FL_2013,22.58
B2947-4,MI,2013,MI_2013,39.47
B2947-4,MO,2013,MO_2013,33.4
B2947-4,NC,2013,NC_2013,26.99
B2947-4,NY,2013,NY_2013,48.96
B2947-4,OR,2013,OR_2013,67.11
B2947-4,TX,2013,TX_2013,57.35
B2947-4,WI,2013,WI_2013,47.79
B2947-4,CA,2014,CA_2014,26.29
B2947-4,CA,2014,CA_2014,22.53
B2947-4,FL,2014,FL_2014,45.16
B2947-4,FL,2014,FL_2014,45.16
B2947-4,MI,2014,MI_2014,27.32
B2947-4,MI,2014,MI_2014,33.4
B2947-4,MO,2014,MO_2014,36.43
B2947-4,MO,2014,MO_2014,60.72
B2947-4,NC,2014,NC_2014,24.15
B2947-4,NC,2014,NC_2014,24.15
B2947-4,NY,2014,NY_2014,45.46
B2947-4,NY,2014,NY_2014,48.96
B2947-4,OR,2014,OR_2014,87.57
B2947-4,OR,2014,OR_2014,97.15
B2947-4,TX,2014,TX_2014,50.6
B2947-4,TX,2014,TX_2014,57.83
B2947-4,WI,2014,WI_2014,43.01
B2947-4,WI,2014,WI_2014,47.79
B2947-4,CA,2015,CA_2015,37.74
B2947-4,CA,2015,CA_2015,42.06
B2947-4,FL,2015,FL_2015,35.48
B2947-4,FL,2015,FL_2015,41.61
B2947-4,NC,2015,NC_2015,42.38
B2947-4,NC,2015,NC_2015,31.87
B2947-4,TX,2015,TX_2015,69.76
B2947-4,TX,2015,TX_2015,37.59
B2947-8,CA,2013,CA_2013,33.09
B2947-8,FL,2013,FL_2013,25.81
B2947-8,MI,2013,MI_2013,48.58
B2947-8,MO,2013,MO_2013,42.5
B2947-8,NC,2013,NC_2013,53.97
B2947-8,NY,2013,NY_2013,59.45
B2947-8,OR,2013,OR_2013,95.88
B2947-8,TX,2013,TX_2013,57.35
B2947-8,WI,2013,WI_2013,59.74
B2947-8,CA,2014,CA_2014,43.18
B2947-8,CA,2014,CA_2014,48.82
B2947-8,FL,2014,FL_2014,38.71
B2947-8,FL,2014,FL_2014,41.94
B2947-8,MI,2014,MI_2014,42.5
B2947-8,MO,2014,MO_2014,60.72
B2947-8,MO,2014,MO_2014,51.61
B2947-8,NC,2014,NC_2014,18.11
B2947-8,NC,2014,NC_2014,33.2
B2947-8,NY,2014,NY_2014,45.46
B2947-8,NY,2014,NY_2014,48.96
B2947-8,OR,2014,OR_2014,139.02
B2947-8,OR,2014,OR_2014,62.32
B2947-8,TX,2014,TX_2014,54.22
B2947-8,TX,2014,TX_2014,61.44
B2947-8,WI,2014,WI_2014,66.91
B2947-8,WI,2014,WI_2014,71.68
B2947-8,CA,2015,CA_2015,66.09
B2947-8,CA,2015,CA_2015,62.15
B2947-8,FL,2015,FL_2015,45.48
B2947-8,FL,2015,FL_2015,48.06
B2947-8,MI,2015,MI_2015,50.4
B2947-8,MI,2015,MI_2015,41.59
B2947-8,NC,2015,NC_2015,37.91
B2947-8,NC,2015,NC_2015,29.49
B2947-8,NY,2015,NY_2015,39.51
B2947-8,NY,2015,NY_2015,34.97
B2947-8,OR,2015,OR_2015,80.85
B2947-8,OR,2015,OR_2015,121.12
B2947-8,TX,2015,TX_2015,54.22
B2947-8,TX,2015,TX_2015,63.25
B2947-8,WI,2015,WI_2015,63.8
B2947-8,WI,2015,WI_2015,87.93
B2950-2,CA,2013,CA_2013,24.81
B2950-2,FL,2013,FL_2013,25.81
B2950-2,MI,2013,MI_2013,51.61
B2950-2,MO,2013,MO_2013,30.36
B2950-2,NC,2013,NC_2013,43.85
B2950-2,NY,2013,NY_2013,52.45
B2950-2,OR,2013,OR_2013,86.29
B2950-2,TX,2013,TX_2013,57.35
B2950-2,WI,2013,WI_2013,47.79
B2950-2,CA,2014,CA_2014,46.94
B2950-2,CA,2014,CA_2014,52.57
B2950-2,FL,2014,FL_2014,38.71
B2950-2,FL,2014,FL_2014,35.48
B2950-2,MI,2014,MI_2014,33.4
B2950-2,MI,2014,MI_2014,39.47
B2950-2,MO,2014,MO_2014,42.5
B2950-2,MO,2014,MO_2014,48.58
B2950-2,NC,2014,NC_2014,24.15
B2950-2,NC,2014,NC_2014,33.2
B2950-2,NY,2014,NY_2014,55.95
B2950-2,NY,2014,NY_2014,52.45
B2950-2,OR,2014,OR_2014,102.59
B2950-2,OR,2014,OR_2014,62
B2950-2,TX,2014,TX_2014,39.76
B2950-2,TX,2014,TX_2014,61.44
B2950-2,WI,2014,WI_2014,76.46
B2950-2,WI,2014,WI_2014,47.79
B2950-2,CA,2015,CA_2015,57.83
B2950-2,CA,2015,CA_2015,62.71
B2950-2,FL,2015,FL_2015,40.32
B2950-2,FL,2015,FL_2015,49.35
B2950-2,MI,2015,MI_2015,30.36
B2950-2,MI,2015,MI_2015,51.92
B2950-2,NC,2015,NC_2015,32.54
B2950-2,NC,2015,NC_2015,30.7
B2950-2,NY,2015,NY_2015,42.31
B2950-2,NY,2015,NY_2015,46.16
B2950-2,OR,2015,OR_2015,92.36
B2950-2,OR,2015,OR_2015,85.97
B2950-2,TX,2015,TX_2015,60.72
B2950-2,TX,2015,TX_2015,76.62
B2950-2,WI,2015,WI_2015,56.87
B2950-2,WI,2015,WI_2015,65.47
B2950-3,CA,2013,CA_2013,49.63
B2950-3,FL,2013,FL_2013,29.03
B2950-3,MI,2013,MI_2013,42.5
B2950-3,MO,2013,MO_2013,39.47
B2950-3,NC,2013,NC_2013,43.85
B2950-3,NY,2013,NY_2013,48.96
B2950-3,OR,2013,OR_2013,86.29
B2950-3,TX,2013,TX_2013,53.25
B2950-3,WI,2013,WI_2013,62.13
B2950-3,CA,2014,CA_2014,60.08
B2950-3,CA,2014,CA_2014,60.08
B2950-3,FL,2014,FL_2014,41.94
B2950-3,FL,2014,FL_2014,48.39
B2950-3,MI,2014,MI_2014,27.32
B2950-3,MI,2014,MI_2014,21.25
B2950-3,MO,2014,MO_2014,42.5
B2950-3,MO,2014,MO_2014,54.65
B2950-3,NC,2014,NC_2014,24.15
B2950-3,NC,2014,NC_2014,33.2
B2950-3,NY,2014,NY_2014,45.46
B2950-3,NY,2014,NY_2014,41.96
B2950-3,OR,2014,OR_2014,83.41
B2950-3,OR,2014,OR_2014,87.89
B2950-3,TX,2014,TX_2014,57.83
B2950-3,TX,2014,TX_2014,86.74
B2950-3,WI,2014,WI_2014,57.35
B2950-3,WI,2014,WI_2014,64.52
B2950-3,CA,2015,CA_2015,75.85
B2950-3,CA,2015,CA_2015,80.74
B2950-3,FL,2015,FL_2015,35.48
B2950-3,FL,2015,FL_2015,44.84
B2950-3,MI,2015,MI_2015,20.34
B2950-3,MI,2015,MI_2015,31.27
B2950-3,NC,2015,NC_2015,34.44
B2950-3,NC,2015,NC_2015,33.38
B2950-3,NY,2015,NY_2015,39.16
B2950-3,NY,2015,NY_2015,44.76
B2950-3,OR,2015,OR_2015,56.57
B2950-3,OR,2015,OR_2015,59.76
B2950-3,TX,2015,TX_2015,61.81
B2950-3,TX,2015,TX_2015,51.69
B2950-3,WI,2015,WI_2015,76.7
B2950-3,WI,2015,WI_2015,71.21
B2960-4,CA,2013,CA_2013,37.22
B2960-4,FL,2013,FL_2013,29.03
B2960-4,MI,2013,MI_2013,63.76
B2960-4,MO,2013,MO_2013,42.5
B2960-4,NC,2013,NC_2013,30.36
B2960-4,NY,2013,NY_2013,38.46
B2960-4,OR,2013,OR_2013,79.9
B2960-4,TX,2013,TX_2013,26.63
B2960-4,WI,2013,WI_2013,66.91
B2960-4,CA,2014,CA_2014,33.8
B2960-4,CA,2014,CA_2014,41.31
B2960-4,FL,2014,FL_2014,41.94
B2960-4,FL,2014,FL_2014,38.71
B2960-4,MI,2014,MI_2014,39.47
B2960-4,MI,2014,MI_2014,45.54
B2960-4,MO,2014,MO_2014,36.43
B2960-4,MO,2014,MO_2014,51.61
B2960-4,NC,2014,NC_2014,36.22
B2960-4,NC,2014,NC_2014,33.2
B2960-4,NY,2014,NY_2014,41.96
B2960-4,NY,2014,NY_2014,27.97
B2960-4,OR,2014,OR_2014,85.33
B2960-4,OR,2014,OR_2014,128.79
B2960-4,TX,2014,TX_2014,28.91
B2960-4,TX,2014,TX_2014,61.44
B2960-4,WI,2014,WI_2014,83.63
B2960-4,WI,2014,WI_2014,74.07
B2971-2,CA,2014,CA_2014,56.33
B2971-2,FL,2014,FL_2014,58.06
B2971-2,MI,2014,MI_2014,30.36
B2971-2,MO,2014,MO_2014,42.5
B2971-2,NC,2014,NC_2014,12.07
B2971-2,NY,2014,NY_2014,41.96
B2971-2,OR,2014,OR_2014,106.74
B2971-2,TX,2014,TX_2014,65.06
B2971-2,WI,2014,WI_2014,40.62
B2981-3,CA,2014,CA_2014,26.29
B2981-3,FL,2014,FL_2014,41.94
B2981-3,MI,2014,MI_2014,33.4
B2981-3,MO,2014,MO_2014,66.79
B2981-3,NC,2014,NC_2014,18.11
B2981-3,NY,2014,NY_2014,34.97
B2981-3,OR,2014,OR_2014,66.15
B2981-3,TX,2014,TX_2014,57.83
B2981-3,WI,2014,WI_2014,57.35
B2981-5,CA,2014,CA_2014,30.04
B2981-5,FL,2014,FL_2014,35.48
B2981-5,MI,2014,MI_2014,30.36
B2981-5,MO,2014,MO_2014,48.58
B2981-5,NC,2014,NC_2014,18.11
B2981-5,NY,2014,NY_2014,41.96
B2981-5,OR,2014,OR_2014,93
B2981-5,TX,2014,TX_2014,61.44
B2981-5,WI,2014,WI_2014,45.4
B2981-5,CA,2015,CA_2015,55.2
B2981-5,CA,2015,CA_2015,44.69
B2981-5,FL,2015,FL_2015,37.1
B2981-5,FL,2015,FL_2015,42.26
B2981-5,MI,2015,MI_2015,40.08
B2981-5,MI,2015,MI_2015,40.38
B2981-5,NC,2015,NC_2015,33.9
B2981-5,NC,2015,NC_2015,28.61
B2981-5,NY,2015,NY_2015,34.97
B2981-5,NY,2015,NY_2015,35.67
B2981-5,OR,2015,OR_2015,50.49
B2981-5,OR,2015,OR_2015,101.63
B2981-5,TX,2015,TX_2015,82.41
B2981-5,TX,2015,TX_2015,87.11
B2981-5,WI,2015,WI_2015,67.14
B2981-5,WI,2015,WI_2015,61.89
B2993-6,CA,2014,CA_2014,48.82
B2993-6,FL,2014,FL_2014,29.03
B2993-6,MI,2014,MI_2014,24.29
B2993-6,MO,2014,MO_2014,60.72
B2993-6,NC,2014,NC_2014,9.05
B2993-6,NY,2014,NY_2014,38.46
B2993-6,OR,2014,OR_2014,51.13
B2993-6,TX,2014,TX_2014,46.99
B2993-6,WI,2014,WI_2014,64.52
B2996-1,CA,2014,CA_2014,30.04
B2996-1,FL,2014,FL_2014,35.48
B2996-1,MI,2014,MI_2014,24.29
B2996-1,MO,2014,MO_2014,51.61
B2996-1,NC,2014,NC_2014,18.11
B2996-1,NY,2014,NY_2014,34.97
B2996-1,OR,2014,OR_2014,76.06
B2996-1,TX,2014,TX_2014,43.37
B2996-1,WI,2014,WI_2014,54.96
B2999-6,CA,2014,CA_2014,28.16
B2999-6,FL,2014,FL_2014,41.94
B2999-6,MI,2014,MI_2014,21.25
B2999-6,MO,2014,MO_2014,39.47
B2999-6,NC,2014,NC_2014,12.07
B2999-6,NY,2014,NY_2014,20.98
B2999-6,OR,2014,OR_2014,49.22
B2999-6,TX,2014,TX_2014,39.76
B2999-6,WI,2014,WI_2014,45.4
B3000-1,CA,2014,CA_2014,33.8
B3000-1,FL,2014,FL_2014,29.03
B3000-1,MI,2014,MI_2014,18.22
B3000-1,MO,2014,MO_2014,45.54
B3000-1,NC,2014,NC_2014,27.16
B3000-1,NY,2014,NY_2014,45.46
B3000-1,OR,2014,OR_2014,92.68
B3000-1,TX,2014,TX_2014,61.44
B3000-1,WI,2014,WI_2014,52.57
B3000-1,CA,2015,CA_2015,61.21
B3000-1,CA,2015,CA_2015,64.03
B3000-1,FL,2015,FL_2015,37.74
B3000-1,FL,2015,FL_2015,31.94
B3000-1,MI,2015,MI_2015,38.25
B3000-1,MI,2015,MI_2015,31.27
B3000-1,NC,2015,NC_2015,34.44
B3000-1,NC,2015,NC_2015,33.62
B3000-1,NY,2015,NY_2015,43.01
B3000-1,NY,2015,NY_2015,41.96
B3000-1,OR,2015,OR_2015,77.34
B3000-1,OR,2015,OR_2015,52.73
B3000-1,TX,2015,TX_2015,69.4
B3000-1,TX,2015,TX_2015,70.12
B3000-1,WI,2015,WI_2015,70.97
B3000-1,WI,2015,WI_2015,73.6
B3002-1,CA,2014,CA_2014,45.06
B3002-1,FL,2014,FL_2014,45.16
B3002-1,MI,2014,MI_2014,42.5
B3002-1,MO,2014,MO_2014,42.5
B3002-1,NC,2014,NC_2014,27.16
B3002-1,NY,2014,NY_2014,31.47
B3002-1,OR,2014,OR_2014,97.79
B3002-1,TX,2014,TX_2014,43.37
B3002-1,WI,2014,WI_2014,76.46
B3003-1,CA,2014,CA_2014,22.53
B3003-1,FL,2014,FL_2014,25.81
B3003-1,MI,2014,MI_2014,21.25
B3003-1,MO,2014,MO_2014,42.5
B3003-1,NC,2014,NC_2014,12.07
B3003-1,NY,2014,NY_2014,27.97
B3003-1,OR,2014,OR_2014,44.74
B3003-1,TX,2014,TX_2014,46.99
B3003-1,WI,2014,WI_2014,47.79
B3003-10,CA,2014,CA_2014,31.92
B3003-10,FL,2014,FL_2014,35.48
B3003-10,MI,2014,MI_2014,18.22
B3003-10,MO,2014,MO_2014,39.47
B3003-10,NC,2014,NC_2014,15.09
B3003-10,NY,2014,NY_2014,34.97
B3003-10,OR,2014,OR_2014,79.26
B3003-10,TX,2014,TX_2014,61.44
B3003-10,WI,2014,WI_2014,43.01
B3003-10,CA,2015,CA_2015,44.69
B3003-10,CA,2015,CA_2015,45.25
B3003-10,FL,2015,FL_2015,27.1
B3003-10,FL,2015,FL_2015,34.19
B3003-10,NC,2015,NC_2015,21.01
B3003-10,NC,2015,NC_2015,31
B3003-10,TX,2015,TX_2015,17.35
B3003-10,TX,2015,TX_2015,58.55
B3005-7,CA,2014,CA_2014,45.06
B3005-7,FL,2014,FL_2014,32.26
B3005-7,MI,2014,MI_2014,33.4
B3005-7,MO,2014,MO_2014,48.58
B3005-7,NC,2014,NC_2014,18.11
B3005-7,NY,2014,NY_2014,41.96
B3005-7,OR,2014,OR_2014,83.41
B3005-7,TX,2014,TX_2014,50.6
B3005-7,WI,2014,WI_2014,50.18
B3005-7,CA,2015,CA_2015,64.03
B3005-7,CA,2015,CA_2015,54.45
B3005-7,FL,2015,FL_2015,30
B3005-7,FL,2015,FL_2015,36.13
B3005-7,MI,2015,MI_2015,37.04
B3005-7,MI,2015,MI_2015,36.13
B3005-7,NC,2015,NC_2015,40.87
B3005-7,NC,2015,NC_2015,39.9
B3005-7,NY,2015,NY_2015,32.17
B3005-7,NY,2015,NY_2015,36.72
B3005-7,OR,2015,OR_2015,109.3
B3005-7,OR,2015,OR_2015,92.04
B3005-7,TX,2015,TX_2015,65.06
B3005-7,TX,2015,TX_2015,71.2
B3005-7,WI,2015,WI_2015,78.85
B3005-7,WI,2015,WI_2015,76.7
B3005-9,CA,2014,CA_2014,46.94
B3005-9,FL,2014,FL_2014,22.58
B3005-9,MI,2014,MI_2014,51.61
B3005-9,MO,2014,MO_2014,51.61
B3005-9,NC,2014,NC_2014,12.07
B3005-9,NY,2014,NY_2014,41.96
B3005-9,OR,2014,OR_2014,77.34
B3005-9,TX,2014,TX_2014,43.37
B3005-9,WI,2014,WI_2014,62.13
B3005-9,CA,2015,CA_2015,75.1
B3005-9,CA,2015,CA_2015,77.36
B3005-9,FL,2015,FL_2015,38.06
B3005-9,FL,2015,FL_2015,47.74
B3005-9,NC,2015,NC_2015,26.92
B3005-9,NC,2015,NC_2015,29.34
B3005-9,TX,2015,TX_2015,44.82
B3005-9,TX,2015,TX_2015,48.07
B3012-1,CA,2015,CA_2015,77.17
B3012-1,FL,2015,FL_2015,33.55
B3012-1,MI,2015,MI_2015,35.83
B3012-1,NC,2015,NC_2015,33.29
B3012-1,NY,2015,NY_2015,50.7
B3012-1,OR,2015,OR_2015,123.36
B3012-1,TX,2015,TX_2015,60.72
B3012-1,WI,2015,WI_2015,74.31
B3012-1,CA,2016,CA_2016,54.59
B3012-1,FL,2016,FL_2016,32.9
B3012-1,MI,2016,MI_2016,59.81
B3012-1,NC,2016,NC_2016,38.11
B3012-1,NY,2016,NY_2016,24.13
B3012-1,OR,2016,OR_2016,73.82
B3012-1,TX,2016,TX_2016,40.66
B3012-1,WI,2016,WI_2016,73.84
B3012-3,CA,2014,CA_2014,35.67
B3012-3,FL,2014,FL_2014,45.16
B3012-3,MI,2014,MI_2014,18.22
B3012-3,MO,2014,MO_2014,39.47
B3012-3,NC,2014,NC_2014,15.09
B3012-3,NY,2014,NY_2014,38.46
B3012-3,OR,2014,OR_2014,80.22
B3012-3,TX,2014,TX_2014,68.67
B3012-3,WI,2014,WI_2014,35.84
B3012-3,CA,2015,CA_2015,49
B3012-3,CA,2015,CA_2015,52.76
B3012-3,FL,2015,FL_2015,35.16
B3012-3,FL,2015,FL_2015,39.35
B3012-3,NC,2015,NC_2015,40.2
B3012-3,NC,2015,NC_2015,29.91
B3012-3,TX,2015,TX_2015,54.94
B3012-3,TX,2015,TX_2015,70.84
B3012-7,CA,2014,CA_2014,37.55
B3012-7,FL,2014,FL_2014,45.16
B3012-7,MI,2014,MI_2014,21.25
B3012-7,MO,2014,MO_2014,42.5
B3012-7,NC,2014,NC_2014,18.11
B3012-7,NY,2014,NY_2014,24.48
B3012-7,OR,2014,OR_2014,50.17
B3012-7,TX,2014,TX_2014,54.22
B3012-7,WI,2014,WI_2014,52.57
B3012-7,CA,2015,CA_2015,47.13
B3012-7,CA,2015,CA_2015,54.07
B3012-7,FL,2015,FL_2015,36.77
B3012-7,FL,2015,FL_2015,37.42
B3012-7,NC,2015,NC_2015,24.81
B3012-7,NC,2015,NC_2015,24.33
B3012-7,TX,2015,TX_2015,41.93
B3012-7,TX,2015,TX_2015,49.88
B3015-1,CA,2014,CA_2014,48.82
B3015-1,FL,2014,FL_2014,45.16
B3015-1,MI,2014,MI_2014,24.29
B3015-1,MO,2014,MO_2014,42.5
B3015-1,NC,2014,NC_2014,6.04
B3015-1,NY,2014,NY_2014,45.46
B3015-1,OR,2014,OR_2014,87.89
B3015-1,TX,2014,TX_2014,39.76
B3015-1,WI,2014,WI_2014,57.35
B3015-1,CA,2015,CA_2015,30.23
B3015-1,CA,2015,CA_2015,30.79
B3015-1,FL,2015,FL_2015,19.35
B3015-1,FL,2015,FL_2015,21.29
B3015-1,NC,2015,NC_2015,17.69
B3015-1,NC,2015,NC_2015,13.37
B3015-1,TX,2015,TX_2015,13.01
B3015-1,TX,2015,TX_2015,14.82
B3152A-3,CA,2016,CA_2016,40.94
B3152A-3,FL,2016,FL_2016,18.06
B3152A-3,MI,2016,MI_2016,42.5
B3152A-3,NC,2016,NC_2016,34.66
B3152A-3,NY,2016,NY_2016,29.72
B3152A-3,OR,2016,OR_2016,57.53
B3152A-3,TX,2016,TX_2016,30
